accession_numbers,log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.
NP_078940,-0.16,0.392,0.227,0.202,0.369,0.106,-0.04,0.093,0.154
NP_001070915,-0.16,0.392,0.227,0.202,0.369,0.106,-0.04,0.093,0.154
NP_001002858,-0.027,0.977,1.075,0.133,1.074,0.923,0.004,-0.187,1.073
NP_001129487,-0.027,0.977,1.075,0.133,1.074,0.923,0.004,-0.187,1.073
NP_031611,-0.027,0.977,1.075,0.133,1.074,0.923,0.004,-0.187,1.073
NP_001395,-0.373,0.604,0.018,0.42,0.415,0.522,0.407,-0.06,0.336
NP_002955,0.028,1.118,1.705,0.536,1.349,0.792,0.204,0.28,1.964
NP_004300,0.656,0.934,1.566,0.33,1.032,0.814,0.428,0.448,1.19
NP_001172007,0.656,0.934,1.566,0.33,1.032,0.814,0.428,0.448,1.19
NP_598557,0.656,0.934,1.566,0.33,1.032,0.814,0.428,0.448,1.19
NP_033784,1.254,2.713,2.365,1.373,2.258,2.554,1.426,1.236,2.544
NP_005509,-0.455,0.638,0.439,0.313,0.437,0.739,0.004,0.086,0.519
NP_001159579,-0.455,0.638,0.439,0.313,0.437,0.739,0.004,0.086,0.519
NP_803180,-0.235,-1.385,-1.304,-0.025,-1.584,-0.837,0.707,-0.207,-1.134
NP_001245238,-0.235,-1.385,-1.304,-0.025,-1.584,-0.837,0.707,-0.207,-1.134
NP_001245237,-0.235,-1.385,-1.304,-0.025,-1.584,-0.837,0.707,-0.207,-1.134
NP_006161,-0.235,-1.385,-1.304,-0.025,-1.584,-0.837,0.707,-0.207,-1.134
NP_005498,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_619579,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_006861,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_001230574,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_001011546,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_031714,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_031713,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_062745,-0.037,0.382,0.389,0.251,0.179,0.377,0.08,0.001,0.104
NP_001070913,-0.314,-0.527,-0.805,0.012,-0.765,-0.394,-0.383,-0.251,-0.774
NP_039234,-0.358,0.213,0.448,-0.053,0.679,0.624,0.222,0.025,0.465
NP_038913,-0.358,0.213,0.448,-0.053,0.679,0.624,0.222,0.025,0.465
NP_001007,-0.098,-1.174,-1.202,-0.039,-1.21,-1.023,-0.104,-0.143,-1.091
NP_035425,-0.098,-1.174,-1.202,-0.039,-1.21,-1.023,-0.104,-0.143,-1.091
NP_659731,-0.189,-0.608,-0.315,-0.263,-0.302,-0.062,-0.069,0.296,-0.289
NP_006810,-0.295,0.397,0.07,0.027,0.293,0.348,0.161,0.04,0.092
NP_005925,-0.294,-0.315,-0.393,0.185,-0.464,-0.271,-0.116,-0.192,-0.427
NP_055643,-0.075,0.292,0.087,0.201,0.228,0.483,0.438,0.094,0.2
NP_062745,-0.478,-0.303,-0.597,0.08,-0.284,-0.296,-0.07,-0.478,-0.738
NP_065118,-0.352,0.076,0.037,-0.095,-0.258,-0.024,0.045,-0.331,-0.014
NP_001266278,-0.352,0.076,0.037,-0.095,-0.258,-0.024,0.045,-0.331,-0.014
NP_065901,-0.291,-0.311,-0.277,0.054,-0.157,0.042,-0.001,0.106,-0.382
NP_665823,-0.291,-0.311,-0.277,0.054,-0.157,0.042,-0.001,0.106,-0.382
NP_003133,-0.106,0.443,0.353,0.058,0.551,0.533,0.185,0.038,0.274
NP_821068,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_821067,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_001258761,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_001180326,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_821070,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_620087,-0.265,0.989,0.68,0.16,1.05,0.923,-0.044,0.068,0.811
NP_598477,-0.259,-0.094,0.041,0.14,-0.637,0.134,0.096,-0.251,0.059
NP_060004,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_005954,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_060003,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_002463,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_109604,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_001034634,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_034985,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_001074719,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_796343,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_002462,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_000248,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_034986,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_542766,-1.292,-1.124,-1.603,0,-1,-1.101,-0.903,-1.231,-1.496
NP_005042,-0.219,-0.129,-1.122,0.512,-0.542,-0.39,0.222,-0.019,-0.829
NP_001259002,-0.219,-0.129,-1.122,0.512,-0.542,-0.39,0.222,-0.019,-0.829
NP_598555,-0.219,-0.129,-1.122,0.512,-0.542,-0.39,0.222,-0.019,-0.829
NP_001161742,-0.219,-0.129,-1.122,0.512,-0.542,-0.39,0.222,-0.019,-0.829
NP_002130,-0.346,-0.066,-0.117,-0.054,0.36,-0.03,-0.168,-0.327,0.11
NP_001160095,-0.346,-0.066,-0.117,-0.054,0.36,-0.03,-0.168,-0.327,0.11
NP_001239018,-0.346,-0.066,-0.117,-0.054,0.36,-0.03,-0.168,-0.327,0.11
NP_859048,-0.303,-0.01,-0.152,0.111,-0.039,-0.099,-0.208,-0.126,-0.139
NP_035164,-0.303,-0.01,-0.152,0.111,-0.039,-0.099,-0.208,-0.126,-0.139
NP_004492,-0.552,0.131,-0.428,-0.165,0.047,0.064,-0.555,-0.526,-0.199
NP_058085,-0.552,0.131,-0.428,-0.165,0.047,0.064,-0.555,-0.526,-0.199
NP_066926,-0.158,-0.986,-0.757,-0.137,-1.07,-1.305,-0.176,-0.402,-0.908
NP_079560,-0.158,-0.986,-0.757,-0.137,-1.07,-1.305,-0.176,-0.402,-0.908
NP_001019,-0.085,0.319,0.093,0.2,0.332,0.312,0.479,-0.182,-0.09
NP_077228,-0.085,0.319,0.093,0.2,0.332,0.312,0.479,-0.182,-0.09
NP_004957,-0.141,-0.502,-0.376,-0.06,-0.128,-0.289,0.056,0.165,-0.395
NP_001159903,-0.141,-0.502,-0.376,-0.06,-0.128,-0.289,0.056,0.165,-0.395
NP_109590,-0.028,-0.182,-0.106,0.195,-0.483,-0.4,0.653,-0.266,-0.65
NP_055082,-0.071,-0.147,-0.342,0.234,-0.359,0.063,-0.079,0.066,0.247
NP_062746,-0.071,-0.147,-0.342,0.234,-0.359,0.063,-0.079,0.066,0.247
NP_919223,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112420,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002127,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001011724,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_666242,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001034218,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_444493,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001159443,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_034577,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112533,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002128,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_058086,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_872591,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_006796,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_084148,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_919223,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112420,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002127,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001011724,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_666242,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001034218,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_444493,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001159443,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_034577,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112533,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002128,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_058086,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_872591,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_006796,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_084148,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_919223,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112420,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002127,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001011724,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_666242,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001034218,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_444493,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_001159443,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_034577,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_112533,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_002128,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_058086,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_872591,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_006796,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_084148,0.077,-0.325,-0.201,0.086,-0.406,-0.276,0.058,-0.024,-0.286
NP_003468,-0.325,0.581,0.487,-0.007,0.478,0.644,0.064,0.29,0.359
NP_001128496,-0.325,0.581,0.487,-0.007,0.478,0.644,0.064,0.29,0.359
NP_001159630,-0.325,0.581,0.487,-0.007,0.478,0.644,0.064,0.29,0.359
NP_001186040,-0.167,0.443,0.357,0.151,0.748,0.406,0.427,1.609,0.123
NP_005908,-0.167,0.443,0.357,0.151,0.748,0.406,0.427,1.609,0.123
NP_001186041,-0.167,0.443,0.357,0.151,0.748,0.406,0.427,1.609,0.123
NP_032644,-0.167,0.443,0.357,0.151,0.748,0.406,0.427,1.609,0.123
NP_001135757,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_001017,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_001135755,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_001135756,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_148982,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_997517,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_997518,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_035427,0.049,-0.074,-0.128,0.08,-0.379,-0.103,-0.001,0.069,-0.188
NP_000117,-0.248,0.064,-0.1,-0.015,0.146,0.176,0.092,0.089,-0.03
NP_663590,-0.248,0.064,-0.1,-0.015,0.146,0.176,0.092,0.089,-0.03
NP_055439,-0.219,0.329,0.313,-0.209,0.33,0.062,0.176,-0.192,0.387
NP_035443,-0.219,0.329,0.313,-0.209,0.33,0.062,0.176,-0.192,0.387
NP_002895,-0.247,0.255,-0.093,0.17,-0.021,0.334,0.029,-0.09,-0.13
NP_001039329,-0.247,0.255,-0.093,0.17,-0.021,0.334,0.029,-0.09,-0.13
NP_055415,0.035,0.865,0.742,0.161,0.817,0.838,0.263,-0.147,0.867
NP_006786,0.035,0.865,0.742,0.161,0.817,0.838,0.263,-0.147,0.867
NP_065603,0.035,0.865,0.742,0.161,0.817,0.838,0.263,-0.147,0.867
NP_034249,0.035,0.865,0.742,0.161,0.817,0.838,0.263,-0.147,0.867
NP_003592,-0.071,-0.318,-0.196,0.064,-0.715,-0.296,-0.566,-0.146,-0.399
NP_444354,-0.071,-0.318,-0.196,0.064,-0.715,-0.296,-0.566,-0.146,-0.399
NP_378669,-0.623,-0.207,-0.035,0.084,-0.143,0.211,-0.036,-0.289,-0.185
NP_061200,-0.623,-0.207,-0.035,0.084,-0.143,0.211,-0.036,-0.289,-0.185
NP_004152,0.145,0.674,0.397,0.234,0.795,0.797,0.191,-0.029,0.47
NP_033022,0.145,0.674,0.397,0.234,0.795,0.797,0.191,-0.029,0.47
NP_001002,-0.46,-0.254,-0.534,-0.069,-0.365,-0.442,0.207,-0.134,-0.566
NP_035430,-0.46,-0.254,-0.534,-0.069,-0.365,-0.442,0.207,-0.134,-0.566
NP_001008709,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_001231903,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_002699,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_002700,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_002701,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_996756,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_114074,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_766295,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_038664,-0.21,0.357,0.175,0.161,0.217,0.609,0.29,0.015,0.412
NP_059830,-0.052,0.095,-0.194,-0.021,0.276,0.487,0.445,-0.594,0.322
NP_005103,-0.052,0.095,-0.194,-0.021,0.276,0.487,0.445,-0.594,0.322
NP_035845,-0.052,0.095,-0.194,-0.021,0.276,0.487,0.445,-0.594,0.322
NP_733821,1.521,0.006,-0.97,0.925,0.803,0.99,1.24,0.061,0.04
NP_733822,1.521,0.006,-0.97,0.925,0.803,0.99,1.24,0.061,0.04
NP_001244303,1.521,0.006,-0.97,0.925,0.803,0.99,1.24,0.061,0.04
NP_005563,1.521,0.006,-0.97,0.925,0.803,0.99,1.24,0.061,0.04
NP_001003694,0.077,1.217,1.126,0.251,1.477,1.43,0.138,0.173,1.186
NP_004625,0.077,1.217,1.126,0.251,1.477,1.43,0.138,0.173,1.186
NP_031736,-0.766,-0.651,-1.047,0.146,-1.096,-0.998,-0.563,-0.58,-1.027
NP_082403,-0.067,0.407,0.025,0.348,0.208,0.308,-0.135,0.449,0.28
NP_149129,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_149347,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_149130,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_004333,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_149131,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_663550,-0.113,0.831,1.071,0.142,0.874,0.676,0.693,0.095,1.075
NP_066972,-0.388,-0.404,-0.622,-0.154,-0.7,-0.322,-0.154,-0.024,-1.019
NP_082347,-0.388,-0.404,-0.622,-0.154,-0.7,-0.322,-0.154,-0.024,-1.019
NP_038714,-0.523,-0.144,-0.43,0.07,-0.363,-0.259,0.044,0.271,-0.319
NP_766161,-0.024,0.53,0.662,0.103,0.597,0.725,0.317,-0.717,0.299
NP_002477,-0.113,-0.472,-0.447,0.008,-0.411,-0.322,0.042,0.022,-0.654
NP_001028373,-0.113,-0.472,-0.447,0.008,-0.411,-0.322,0.042,0.022,-0.654
NP_066964,-0.109,0.072,-0.155,0.361,0.057,-0.066,0.094,0.125,-0.198
NP_001779,-0.316,-1.368,-2.144,-0.023,-2.273,-1.313,-0.075,-0.431,-1.492
NP_001011553,-0.316,-1.368,-2.144,-0.023,-2.273,-1.313,-0.075,-0.431,-1.492
NP_001229885,-0.316,-1.368,-2.144,-0.023,-2.273,-1.313,-0.075,-0.431,-1.492
NP_033989,-0.316,-1.368,-2.144,-0.023,-2.273,-1.313,-0.075,-0.431,-1.492
NP_001192296,-0.316,-1.368,-2.144,-0.023,-2.273,-1.313,-0.075,-0.431,-1.492
NP_114032,-0.269,0.188,-0.088,0.237,0.507,0.27,0.357,-0.173,0.11
NP_004492,-0.269,0.188,-0.088,0.237,0.507,0.27,0.357,-0.173,0.11
NP_058085,-0.269,0.188,-0.088,0.237,0.507,0.27,0.357,-0.173,0.11
NP_001008,0.152,0.523,0.109,0.415,0.735,0.685,0.366,0.233,0.34
NP_080809,0.152,0.523,0.109,0.415,0.735,0.685,0.366,0.233,0.34
NP_005862,-0.33,-0.429,-0.547,0.226,-0.648,-0.421,0.4,0.446,-0.65
NP_766017,-0.33,-0.429,-0.547,0.226,-0.648,-0.421,0.4,0.446,-0.65
NP_000958,0.39,-0.445,-0.557,0.252,-0.716,-0.29,0.088,-0.013,-0.938
NP_775818,0.074,-0.375,-0.527,0.339,-0.539,-0.091,0.255,-0.083,0
NP_001243053,0.074,-0.375,-0.527,0.339,-0.539,-0.091,0.255,-0.083,0
NP_001017963,0.032,0.278,0.055,0.063,0.178,0.077,0.134,0.108,-0.215
NP_005339,0.032,0.278,0.055,0.063,0.178,0.077,0.134,0.108,-0.215
NP_034610,0.032,0.278,0.055,0.063,0.178,0.077,0.134,0.108,-0.215
NP_001018007,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_000357,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001018020,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001018006,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001018005,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001018004,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001018008,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157723,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_077745,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157722,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157721,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157720,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157727,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157725,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157724,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157726,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_001157728,-0.892,-0.377,-0.99,0.05,-0.515,-0.482,-0.713,-0.841,-0.943
NP_112604,0.112,-0.042,-0.159,0.164,0.102,-0.228,-0.024,-0.258,-0.268
NP_004491,0.112,-0.042,-0.159,0.164,0.102,-0.228,-0.024,-0.258,-0.268
NP_001518,0.967,-0.885,-0.737,0.122,-0.948,-1.051,0.282,-0.269,-1.316
NP_004955,0.967,-0.885,-0.737,0.122,-0.948,-1.051,0.282,-0.269,-1.316
NP_032255,0.967,-0.885,-0.737,0.122,-0.948,-1.051,0.282,-0.269,-1.316
NP_032254,0.967,-0.885,-0.737,0.122,-0.948,-1.051,0.282,-0.269,-1.316
NP_031401,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_663531,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_001008545,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_001008546,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_001003898,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_001003899,0.186,0.175,0.214,0.586,0.223,0.891,0.584,4.056,0.295
NP_005372,-0.089,0.179,-0.141,0.107,0.284,0.189,0.413,0.027,-0.116
NP_001059,-0.403,-0.617,-0.873,0.336,-0.846,-0.682,-0.279,-0.262,-0.946
NP_001020423,0.112,0.382,0.56,0.235,0.632,0.618,0.807,0.303,0.559
NP_001020424,0.112,0.382,0.56,0.235,0.632,0.618,0.807,0.303,0.559
NP_005070,0.112,0.382,0.56,0.235,0.632,0.618,0.807,0.303,0.559
NP_001975,-0.132,1.19,0.703,0.484,1.173,1.163,0.418,0.134,0.894
NP_001106678,-0.366,-0.29,-0.298,-0.079,-0.289,-0.047,-0.07,-0.289,-0.288
NP_001106676,-0.366,-0.29,-0.298,-0.079,-0.289,-0.047,-0.07,-0.289,-0.288
NP_001106677,-0.366,-0.29,-0.298,-0.079,-0.289,-0.047,-0.07,-0.289,-0.288
NP_005641,-0.018,-2.552,-2.074,0.051,-3.939,-2.28,0.257,0.119,-2.641
NP_852469,-0.018,-2.552,-2.074,0.051,-3.939,-2.28,0.257,0.119,-2.641
NP_079222,-0.345,-0.142,-0.121,0.141,-0.053,-0.027,0.288,-0.07,-0.147
NP_082497,-0.345,-0.142,-0.121,0.141,-0.053,-0.027,0.288,-0.07,-0.147
NP_002614,-0.473,-0.746,-0.945,-0.013,-0.875,-0.831,-0.335,-0.634,-1.041
NP_001103622,-0.473,-0.746,-0.945,-0.013,-0.875,-0.831,-0.335,-0.634,-1.041
NP_001186831,-0.473,-0.746,-0.945,-0.013,-0.875,-0.831,-0.335,-0.634,-1.041
NP_005372,-0.476,0.218,0.089,0.083,0.068,0.167,-0.318,-0.091,0.008
NP_035010,-0.476,0.218,0.089,0.083,0.068,0.167,-0.318,-0.091,0.008
NP_002097,-0.261,-0.566,-0.965,0.109,-1.524,-0.935,0.165,-0.289,-1.572
NP_058030,-0.261,-0.566,-0.965,0.109,-1.524,-0.935,0.165,-0.289,-1.572
NP_001245238,-0.195,-0.007,-0.488,0.176,-0.303,-0.002,0.423,-0.009,-0.236
NP_001245237,-0.195,-0.007,-0.488,0.176,-0.303,-0.002,0.423,-0.009,-0.236
NP_006161,-0.195,-0.007,-0.488,0.176,-0.303,-0.002,0.423,-0.009,-0.236
NP_001245239,-0.195,-0.007,-0.488,0.176,-0.303,-0.002,0.423,-0.009,-0.236
NP_997389,-0.387,-0.251,-0.374,0.045,0.153,-0.002,0.282,-0.18,-0.237
NP_001095146,-0.387,-0.251,-0.374,0.045,0.153,-0.002,0.282,-0.18,-0.237
NP_796199,-0.387,-0.251,-0.374,0.045,0.153,-0.002,0.282,-0.18,-0.237
NP_009208,-0.147,-0.006,-0.271,0.133,-0.31,-0.25,0.283,-0.051,-0.306
NP_796307,-0.147,-0.006,-0.271,0.133,-0.31,-0.25,0.283,-0.051,-0.306
NP_059495,0.425,0.434,0.494,0.362,0.131,0.523,0.159,-0.261,0.494
NP_001089,-0.384,0.963,1.225,0.458,1.242,0.905,0.509,0.412,0.9
NP_542364,-0.384,0.963,1.225,0.458,1.242,0.905,0.509,0.412,0.9
NP_002851,-0.113,0.305,0.05,0.256,-0.019,0.377,0.537,0.007,-0.114
NP_001017423,-0.113,0.305,0.05,0.256,-0.019,0.377,0.537,0.007,-0.114
NP_062672,-0.113,0.305,0.05,0.256,-0.019,0.377,0.537,0.007,-0.114
NP_705782,-0.113,0.305,0.05,0.256,-0.019,0.377,0.537,0.007,-0.114
NP_115527,-0.05,0.63,0.414,0.551,0.567,0.57,0.09,0.402,0.425
NP_082557,-0.05,0.63,0.414,0.551,0.567,0.57,0.09,0.402,0.425
NP_000173,-0.204,0.5,0.238,0.114,0.734,0.315,0.088,-0.107,0.007
NP_056103,-0.426,0.265,0.504,0.01,0.413,0.301,0.671,0.054,0.352
NP_955003,-0.426,0.265,0.504,0.01,0.413,0.301,0.671,0.054,0.352
NP_006089,-0.329,-0.195,-0.33,0.233,0.019,-0.013,0.247,0.065,-0.327
NP_032169,-0.329,-0.195,-0.33,0.233,0.019,-0.013,0.247,0.065,-0.327
NP_005337,0.331,-0.765,-0.533,-0.079,-0.615,-0.641,-0.251,0.1,-0.388
NP_001003694,-0.969,-0.973,-1.009,-0.128,-1.644,-2.007,-0.208,-0.635,-1.95
NP_004625,-0.969,-0.973,-1.009,-0.128,-1.644,-2.007,-0.208,-0.635,-1.95
NP_084454,-0.969,-0.973,-1.009,-0.128,-1.644,-2.007,-0.208,-0.635,-1.95
NP_006017,-0.453,-0.373,-0.975,0.191,-0.574,-0.685,-0.415,-0.32,-0.663
NP_003391,-0.083,0.086,-0.177,0.193,0.096,0.259,0.222,0.156,0.189
NP_598775,-0.083,0.086,-0.177,0.193,0.096,0.259,0.222,0.156,0.189
NP_059140,-0.205,0.018,-0.144,0.181,-0.051,0.103,0.357,-0.012,-0.107
